Category_ID,Total_Impact,Avg_Beta,A_mean
1058,3.25841588024477e-05,0.23173852798771558,0.00014060743
2232,3.255318345590647e-05,0.03655551080768087,0.0008905137
318,3.246001858615998e-05,0.010493439000424756,0.0030933633
1014,3.244297866178615e-05,0.07416464785236977,0.00043744533
1320,3.2372016560721294e-05,2.072068032249579,1.5623047e-05
1112,3.2234435900408654e-05,0.6877539498118037,4.686914e-05
1422,3.1996250277498e-05,0.6826720211733966,4.686914e-05
22,3.189054004014847e-05,0.025838604308052345,0.0012342207
1201,3.18816491310555e-05,0.40813612827757245,7.8115234e-05
1688,3.18740326213443e-05,0.510048269078979,6.249219e-05
2123,3.182440620757832e-05,0.07544505852019641,0.00042182227
1955,3.1587442405863186e-05,0.33697484805077443,9.373828e-05
2009,3.153368210545898e-05,1.009203960267378,3.1246094e-05
569,3.149076825568677e-05,0.25195763635544155,0.00012498438
531,3.142911289034348e-05,0.22352384179458445,0.00014060743
1048,3.1411116540254384e-05,0.6701876072937563,4.686914e-05
1478,3.1391119760802964e-05,0.22325363466827053,0.00014060743
1357,3.137493482104651e-05,0.40164937422731023,7.8115234e-05
343,3.12719178576388e-05,0.5004132286476897,6.249219e-05
1672,3.1130619410358754e-05,0.3985217459987091,7.8115234e-05
2256,3.095580032916155e-05,0.02063978063295394,0.0014998125
360,3.095036995639588e-05,0.39621426453932335,7.8115234e-05
603,3.093999133383067e-05,0.0010905324807577515,0.028371453
802,3.08554887888203e-05,0.04593018877801542,0.00067179103
